Claim,Source,Node,Edge,Label
Bret Easton Ellis wrote the screenplay for an erotic thriller-drama.,wiki,which,one,included
Bret Easton Ellis wrote the screenplay for an erotic thriller-drama.,wiki,which,Brat Pack,included
Bret Easton Ellis wrote the screenplay for an erotic thriller-drama.,wiki,which,Tama Janowitz,included
Bret Easton Ellis wrote the screenplay for an erotic thriller-drama.,wiki,controversy,Alfred A. Knopf,convinced
Bret Easton Ellis wrote the screenplay for an erotic thriller-drama.,wiki,which,one,included
Bret Easton Ellis wrote the screenplay for an erotic thriller-drama.,wiki,which,Brat Pack,included
Bret Easton Ellis wrote the screenplay for an erotic thriller-drama.,wiki,which,Tama Janowitz,included
Bret Easton Ellis wrote the screenplay for an erotic thriller-drama.,wiki,controversy,Alfred A. Knopf,convinced
Bret Easton Ellis wrote the screenplay for an erotic thriller-drama.,response,>,Generate,Generate
Homer Hickman is a writer of historical fiction books.,wiki,memoir,Best Seller,was
Homer Hickman is a writer of historical fiction books.,wiki,memoir,Best Seller,was
Homer Hickman is a writer of historical fiction books.,response,>,Generate,Generate
Homer Hickman is a writer of historical fiction books.,response,who,Hilary Mantel,won
Homer Hickman is a writer of historical fiction books.,response,who,the Man Booker Prize,won
Homer Hickman is a writer of historical fiction books.,response,who,Philippa Gregory,written
Homer Hickman wrote some historical fiction novels.,wiki,memoir,Best Seller,was
Homer Hickman wrote some historical fiction novels.,wiki,memoir,Best Seller,was
Homer Hickman wrote some historical fiction novels.,response,>,Generate,Generate
Homer Hickman wrote some historical fiction novels.,response,he,Homer Hickman,written
Homer Hickman wrote some historical fiction novels.,response,that,Homer Hickman,mentions
Homer Hickman has written memoirs.,wiki,memoir,Best Seller,was
Homer Hickman has written memoirs.,wiki,memoir,Best Seller,was
Homer Hickman has written memoirs.,response,>,Generate,Generate
Homer Hickman has written best selling historical fiction novels.,wiki,memoir,Best Seller,was
Homer Hickman has written best selling historical fiction novels.,wiki,memoir,Best Seller,was
Homer Hickman has written best selling historical fiction novels.,response,>,Generate,Generate
Homer Hickman has written best selling historical fiction novels.,response,novels,The Name of the Rose,include
Homer Hickman has written historical fiction novels.,wiki,memoir,Best Seller,was
Homer Hickman has written historical fiction novels.,wiki,memoir,Best Seller,was
Homer Hickman has written historical fiction novels.,response,>,Generate,Generate
Homer Hickman has written historical fiction novels.,response,who,Homer Hickam,is
Homer Hickman has written historical fiction novels.,response,Hickam,The Sky's the Limit,written
Homer Hickman has written best-selling memoirs.,wiki,memoir,Best Seller,was
Homer Hickman has written best-selling memoirs.,wiki,memoir,Best Seller,was
Homer Hickman has written best-selling memoirs.,response,>,Generate,Generate
Homer Hickman has written best-selling memoirs.,response,I,AI,'m
Homer Hickman has written best-selling memoirs.,response,he,Wikipedia,written
The Josh Thurlow historical fiction novels were written by Homer Hickman.,wiki,memoir,Best Seller,was
The Josh Thurlow historical fiction novels were written by Homer Hickman.,wiki,memoir,Best Seller,was
The Josh Thurlow historical fiction novels were written by Homer Hickman.,response,>,Generate,Generate
"On February 2, 2013, Chris Kyle died.",response,>,Generate,Generate
"On April 8, 1974, Chris Kyle was born.",response,>,Generate,Generate
"Chris Kyle was born on April 8, 1974.",response,>,Generate,Generate
"Chris Kyle died on February 2, 2013.",response,>,Generate,Generate
Chris Kyle was a sniper and a veteran.,response,>,Generate,Generate
Chris Kyle was a sniper and a veteran.,response,Kyle,Texas A&M University,attended
Chris Kyle was a sniper and a veteran.,response,he,Texas A&M University,studied
Chris Kyle was a sniper.,response,>,Generate,Generate
Chris Kyle was a sniper.,response,Kyle,United States Navy SEAL,was
Chris Kyle was a sniper.,response,who,United States Navy SEAL,served
Chris Kyle was a sniper.,response,Kyle,Texas A&M University,attended
Chris Kyle was a sniper.,response,he,Texas A&M University,studied
Chris Kyle was a sniper.,response,He,Navy,received
Chris Kyle was a United States Navy SEAL veteran and sniper.,response,>,Generate,Generate
Winter's Tale is by an American.,response,>,Generate,Generate
Winter's Tale is by an American.,response,who,Peter Lake,is
Winter's Tale is by an American.,response,which,Tale,blends
Winter's Tale was released in 1983.,response,>,Generate,Generate
Winter's Tale is a book.,response,>,Generate,Generate
Winter's Tale is a book.,response,him,Peter Lake,heal
Winter's Tale is a 1983 novel.,response,>,Generate,Generate
A novel writer from America wrote Winter's Tale.,response,>,Generate,Generate
A novel writer from America wrote Winter's Tale.,response,Statement,Tale,wrote
Soyuz was part of a space program.,response,>,Generate,Generate
Soyuz was part of a space program.,response,which,Soyuz 1,carried
Soyuz was part of a space program.,response,which,Soyuz 3 and Soyuz 4,carried
Soyuz is a series of aircraft.,response,>,Generate,Generate
Soyuz was part of the Soviet space program.,response,>,Generate,Generate
Soyuz is a series of vehicles.,response,>,Generate,Generate
Soyuz is a series of vehicles.,response,which,Soyuz-MS,is
Soyuz is still in existence.,response,>,Generate,Generate
Soyuz is still in existence.,response,spacecraft,4,included
Soyuz was designed in the 1960s.,response,>,Generate,Generate
Soyuz was designed in the 1960s.,response,Some,1,include
Soyuz was designed in the 1960s.,response,Some,1,include
Steve Ditko studied at the Cartoonist and Illustrators School.,wiki,Ditko,Marvel,left
Steve Ditko studied at the Cartoonist and Illustrators School.,wiki,he,A,created
Steve Ditko studied at the Cartoonist and Illustrators School.,wiki,Ditko,Marvel,left
Steve Ditko studied at the Cartoonist and Illustrators School.,wiki,he,A,created
Steve Ditko studied at the Cartoonist and Illustrators School.,response,>,Generate,Generate
Steve Ditko studied at school.,wiki,Ditko,Marvel,left
Steve Ditko studied at school.,wiki,he,A,created
Steve Ditko studied at school.,wiki,Ditko,Marvel,left
Steve Ditko studied at school.,wiki,he,A,created
Steve Ditko studied at school.,response,>,Generate,Generate
Steve Ditko studied at school.,response,Ditko,Campbell memorial High School,attended
Steve Ditko studied at school.,response,who,Will Eisner,become
Jerry Robinson mentored Steve Ditko.,wiki,Ditko,Marvel,left
Jerry Robinson mentored Steve Ditko.,wiki,he,A,created
Jerry Robinson mentored Steve Ditko.,wiki,Ditko,Marvel,left
Jerry Robinson mentored Steve Ditko.,wiki,he,A,created
Jerry Robinson mentored Steve Ditko.,response,>,Generate,Generate
Jerry Robinson mentored Steve Ditko.,response,Robinson,Steve Ditko,mentored
Jerry Robinson mentored Steve Ditko.,response,Robinson,Steve Ditko,mentored
Jerry Robinson mentored Steve Ditko.,response,Robinson,Ditko,mentored
Jerry Robinson mentored Steve Ditko.,response,which,Timely Comics,became
Jerry Robinson mentored Steve Ditko.,response,which,Marvel Comics,became
Jerry Robinson mentored Steve Ditko.,response,passion,Robinson,brought
Jerry Robinson mentored Steve Ditko.,response,Robinson,Steve Ditko,mentored
Jerry Robinson mentored Steve Ditko.,response,Robinson,Ditko,mentored
Jerry Robinson mentored Steve Ditko.,response,Robinson,Ditko,mentored
Steve Ditko studied art at the Cartoonist and Illustrators School.,wiki,Ditko,Marvel,left
Steve Ditko studied art at the Cartoonist and Illustrators School.,wiki,he,A,created
Steve Ditko studied art at the Cartoonist and Illustrators School.,wiki,Ditko,Marvel,left
Steve Ditko studied art at the Cartoonist and Illustrators School.,wiki,he,A,created
Steve Ditko studied art at the Cartoonist and Illustrators School.,response,>,Generate,Generate
Steve Ditko studied art at the Cartoonist and Illustrators School.,response,he,the Arts Students League,attend
Steve Ditko studied art at the Cartoonist and Illustrators School.,response,He,the Arts Students League,attend
Tata Motors is a constituent of the last BSE SENSEX index.,wiki,which,Fiat Chrysler,manufactures
Tata Motors is a constituent of the last BSE SENSEX index.,wiki,it,Bombay Stock Exchange,is
Tata Motors is a constituent of the last BSE SENSEX index.,wiki,which,Fiat Chrysler,manufactures
Tata Motors is a constituent of the last BSE SENSEX index.,wiki,it,Bombay Stock Exchange,is
Tata Motors is a constituent of the last BSE SENSEX index.,response,>,Generate,Generate
Tata Motors is listed on the (BSE) Bombay Stock Exchange.,wiki,which,Fiat Chrysler,manufactures
Tata Motors is listed on the (BSE) Bombay Stock Exchange.,wiki,it,Bombay Stock Exchange,is
Tata Motors is listed on the (BSE) Bombay Stock Exchange.,wiki,which,Fiat Chrysler,manufactures
Tata Motors is listed on the (BSE) Bombay Stock Exchange.,wiki,it,Bombay Stock Exchange,is
Tata Motors is listed on the (BSE) Bombay Stock Exchange.,response,>,Generate,Generate
Tata Motors is listed on a financial exchange.,wiki,which,Fiat Chrysler,manufactures
Tata Motors is listed on a financial exchange.,wiki,it,Bombay Stock Exchange,is
Tata Motors is listed on a financial exchange.,wiki,which,Fiat Chrysler,manufactures
Tata Motors is listed on a financial exchange.,wiki,it,Bombay Stock Exchange,is
Tata Motors is listed on a financial exchange.,response,>,Generate,Generate
Tata Motors is a constituent of the BSE SENSEX index.,wiki,which,Fiat Chrysler,manufactures
Tata Motors is a constituent of the BSE SENSEX index.,wiki,it,Bombay Stock Exchange,is
Tata Motors is a constituent of the BSE SENSEX index.,wiki,which,Fiat Chrysler,manufactures
Tata Motors is a constituent of the BSE SENSEX index.,wiki,it,Bombay Stock Exchange,is
Tata Motors is a constituent of the BSE SENSEX index.,response,>,Generate,Generate
Tata Motors is a constituent of the BSE SENSEX index.,response,index,approximately 40%,represents
Vietnam is a place.,wiki,city,Hanoi,been
Vietnam is a place.,wiki,its,the World Trade Organization,joining
Vietnam is a place.,wiki,Vietnam,one,remains
Vietnam is a place.,wiki,city,Hanoi,been
Vietnam is a place.,wiki,its,the World Trade Organization,joining
Vietnam is a place.,wiki,Vietnam,one,remains
Vietnam is a place.,response,>,Generate,Generate
Vietnam is a place.,response,city,Hanoi,is
Vietnam is a place.,response,cities,Ho Chi Minh City,include
Vietnam is a populous country.,wiki,city,Hanoi,been
Vietnam is a populous country.,wiki,its,the World Trade Organization,joining
Vietnam is a populous country.,wiki,Vietnam,one,remains
Vietnam is a populous country.,wiki,city,Hanoi,been
Vietnam is a populous country.,wiki,its,the World Trade Organization,joining
Vietnam is a populous country.,wiki,Vietnam,one,remains
Vietnam is a populous country.,response,>,Generate,Generate
Vietnam is a populous country.,response,cities,Ho Chi Minh City,include
Vietnam is Asia's ninth most populous country.,wiki,city,Hanoi,been
Vietnam is Asia's ninth most populous country.,wiki,its,the World Trade Organization,joining
Vietnam is Asia's ninth most populous country.,wiki,Vietnam,one,remains
Vietnam is Asia's ninth most populous country.,wiki,city,Hanoi,been
Vietnam is Asia's ninth most populous country.,wiki,its,the World Trade Organization,joining
Vietnam is Asia's ninth most populous country.,wiki,Vietnam,one,remains
Vietnam is Asia's ninth most populous country.,response,>,Generate,Generate
Vietnam is the 14th most populous country in the world 92.7 million inhabitants.,wiki,city,Hanoi,been
Vietnam is the 14th most populous country in the world 92.7 million inhabitants.,wiki,its,the World Trade Organization,joining
Vietnam is the 14th most populous country in the world 92.7 million inhabitants.,wiki,Vietnam,one,remains
Vietnam is the 14th most populous country in the world 92.7 million inhabitants.,wiki,city,Hanoi,been
